src,tgt
"परंतु उनके द्वारा छोड़ी गई सच्ची विरासत भारत और इसकी जनता के प्रति उनकी भावना,हमारे प्रमुख मूल्यों के प्रति उनकी गहरी निष्ठा तथा भारत को निर्धनता और अभाव से ऊपर उठाने और अंतरराष्ट्रीय जमात में ऊंचे स्थान पर आसीन होते देखने की आकांक्षा है।","But the true legacy, she leaves behind is her passion for India and its people, her deep-rooted commitment to our core values and her desire to see India rise above poverty and deprivation as well as occupy a seat on the high table of the international comity."
"(vii) प्रौद्योगिकी संस्थान अधिनियम, 1961 (1961 का 59) की धारा 3 के खंड (छ) के अर्थ में किसी भारतीय प्रौद्यौगिकी संस्थान; या","(vii) an Indian Institute of Technology within the meaning of clause (g) of section 3of the Institutes of Technology Act, 1961 (59 of 1961) ; or"
"इसी कारण हमने इसराईल का सन्तान के लिए लिख दिया था कि जिसने किसी व्यक्ति को किसी के ख़ून का बदला लेने या धरती में फ़साद फैलाने के अतिरिक्त किसी और कारण से मार डाला तो मानो उसने सारे ही इनसानों की हत्या कर डाली। और जिसने उसे जीवन प्रदान किया, उसने मानो सारे इनसानों को जीवन दान किया। उसने पास हमारे रसूल स्पष्टि प्रमाण ला चुके हैं, फिर भी उनमें बहुत-से लोग धरती में ज़्यादतियाँ करनेवाले ही हैं","That is why We decreed for the children of Israel that whosoever kills a human being, except (as punishment) for murder or for spreading corruption in the land, it shall be like killing all humanity; and whosoever saves a life, saves the entire human race. Our apostles brought clear proofs to them; but even after that most of them committed excesses in the land."
"तत्कालीन हिन्दूधर्म केवल मूर्तिपूजा तथा खोखले कर्मकांड में परिवर्तित हो गया था, जिसके विरोध में कुछ शिक्षित लोगों का धर्म से एकदम विश्वास ही उठ गया था।","Hinduism in those days had been reduced to mere idol - worship or empty ritualism, in reaction to which some educated people had lost faith in their religion completely."
"इस पैकेज में 23 सचित्र कार्ड हैं, साथ में लिखित जानकारी सहित चेहरे के भावों, हस्‍त मुद्राओं, शरीर की गतियों, वेश-भूषा के नमूनो तथा संगीत वाद्य यंत्रों को निदर्शित किया गया है ।","This package contains 23 illustrated picture cards along with write-up’s displaying the facial expressions, hand gestures, body movements, dress patterns and the musical instruments."
"दूसरे वर्ग में वे होंगे, जो पीछे और पार्श्वों में तिहरे गर्भगृह सहित हैं, जिनमें हरेक के साथ एक स्तंभ युक्त अर्धमंडप है और समग्र के सामने एक महामंडप और एक संकीर्ण अग्र या मुख मंडप है और पुनः उसमें स्तंभ मंडित मुखाग्र है।","The second would be those with a triple cella at the rear and lateral dispositions, each with a pillared facade in the form of an ardha - mandapa, the whole fronted by a common larger hall, or maha - mandapa, and a narrower agra - or mukha - mandapa, again with a pillared facade."
"ऐ ईमान लानेवालो! धैर्य से काम लो और (मुक़ाबले में) बढ़-चढ़कर धैर्य दिखाओ और जुटे और डटे रहो और अल्लाह से डरते रहो, ताकि तुम सफल हो सको","Believers, be steadfast, and vie in steadfastness, stand firm in your faith, and hold Allah in fear that you may attain true success."
यह मालूम करना शिक्षाप्रद होगा कि पशुबल द्वारा मौसम में हेरफेर करने में क्या गलती है और यह कला विज्ञान के उपयोग में क्यों इतनी वर्गात्मक है।,It is instructive to find out what is wrong with brute force methods of weather manipulation and why the art is so selective in wielding the science.
"तक्षशिला एक प्रकार से भारतीय विश्वविद्यालयों में सबसे अधिक जुड़ा हुआ था। यह चार सभ्यताओं—भारतीय फारसी,यूनानी और चीनी सभ्यताओं का संगम स्थल था।","Takshashila was, in a sense, the most ‘connected’ of the Indian universities, a meeting ground of four civilizations – Indian, Persian, Greek and Chinese."
"पांचवें प्रदर्शन के दिन 27 फरवरी, 1673 को मौलियर अत्यधिक अस्वस्थ था, अतः उस पर आराम करने के लिए बहुत दबाव डाला गया।","On the day of the fifth performance, February 27, 1673, he was extremely unwell and greatly pressed to rest."
उसके बाद बड़े सख्त (खुश्क साली (सूखे) के) सात बरस आएंगें कि जो कुछ तुम लोगों ने उन सातों साल के वास्ते पहले जमा कर रखा होगा सब खा जाएंगें मगर बहुत थोड़ा सा जो तुम (बीज के वास्ते) बचा रखोगे,"""Then will come after that, seven hard (years), which will devour what you have laid by in advance for them, (all) except a little of that which you have guarded (stored)."
"""भारत की स्वतंत्रता के बाद राष्ट्रीय पुस्तकालय 1948 में """"इंपीरियल लाइब्रेरी (नाम का परिवर्तन) अधिनियम"""" द्वारा इंपीरियल लाइब्रेरी के स्थान पर अस्तित्व में आया।""","After Independence of India, the NATIONAL LIBRARY came into being in place of Imperial Library by the “Imperial Library (Change of Name) Act” in 1948."
सन् 1954 में हिमाचल में विलासपुर का विलय कर दिया गया और विधानसभा में पांच और सदस्य जुड़े जिससे उनकी संख्या 41 हो गयी।,"In 1954, Bilaspur was merged with Himachal and five more members were added to the Assembly bringing the total number of members to 41."
प्रम्बानन के रामायण उपाय,Prambanan 's Measure of the Ramayana
"यदपि उन दोनों की अभिव्यक्ति की रीति में एक अधिवक्ता और न्यायाधीश की भांति अंतर था, फिर भी उन दोनों की साहित्यिक रचनाओं और दृष्टिकोण ने समकालीन गुजराती साहित्य को इतना अधिक प्रभावित किया कि गुजराती साहित्य में उनके सक्रिय कार्य काल 1885-1905 को साक्षर युग या पंडित युग के बदले मणी गोवर्धन युग कहना अधिक उचित होगा।","Although the manner of their expression differed substantially as those of an advocate and a judge, their literary writings and the outlooks reflected in them dominated contemporary Gujarati literature so powerfully that the period of their active work in Gujarati literature 1885 - 1905 could very well be recognized as Mani - Govardhan yuga instead of by a general term like Stikshar yuga or Pundit yuga."
"भागीदारी-आधरित लोकतंञ को सार्थक तथा प्रभावशाली बनाने के लिए गैर-सरकारी संगठनों, स्व-सहायता समूहों और पंचायती राज संस्थाओं को उचित भूमिका प्रदान की गई है।","Non - Government Organisations, self - help groups and Panchayati Raj Institutions have been accorded adequate role to make participatory democracy meaningful and effective."
विश्व में केवल पांच राष्ट्र चीन स्वयं भारत संयुक्त अमरीका इंडोनिशिया और ब्राज़ील की जनसंख्या उत्तर-प्रदेश की जनसंख्या से अधिक है।,"there are only five countries like china, india, USA, indonesia, and Brazil whose population is more than Uttar pradesh"
"महामहिम, कृपया अपने व्यक्तिगत स्वास्थ्य और खुशहाली के लिए तथा सिंगापुर गणराज्य की मैत्रीपूर्ण जनता की प्रगति एवं समृद्धि के लिए मेरी शुभकामनाएं स्वीकार करें।","Please accept, Excellency, my best wishes for your personal health and well-being and for the progress and prosperity of the friendly people of the Republic of Singapore."
कनेक्शन जो फार्स्ट स्टार्ट (फास्ट स्टार्ट) मोड में स्थापित किया जायेगा. फार्स्ट स्टार्ट एक नया तरीका है जो कॉल को तेजी से स्टार्ट करता है जो कि H. 323v2 में लाया गया था.,Connection will be established in Fast Connect mode. Fast Connect (Fast Start) is a new way to start calls faster that was introduced in H. 323v2.
वह आघातों और पश्चात्ताप की नाटकीय युक्तियों से हृदय-परिवर्तन कराते हैं तथा असत् पात्रों को सत्पात्रों में रूपांतरित कराते हैं।,The dramatic device he uses here is that of a change of heart and transformation of character from evil to good through shocks and repentance.
इन सबका कुल प्रभाव जूट की हथकरघा बुनाई के लिए मिल के कपड़ों के कारण हुए हाथ की बुनाई के सूती कपड़े से भी अधिक घातक था.,The total impact of all this was considerably more deadly in the case of handloom weaving of jute than what cotton weaving by hand had suffered under the onslaught of mill manufacturing.
'राष्ट्री य खाद्य प्रसंस्कशरण नीति' ऐसी एक पहल है जिसका उद्देश्यप निम्नऔलिखित के माध्याम से इस उद्योग में निवेश हेतु उचित वातावरण तैयार करना हैः-,"The 'National Food Processing Policy' is one such initiative, which aims to create an appropriate climate for investment in the industry through: -"
"मैंने तो इसका उल्लेख केवल इसलिए किया है क़्योंकि पुलिश ने इन दो मासों में से जिनका एक ही नाम है, बाद के मास की व्याख़्या अधिसंख़्य के रूप में की है.","I only mention this because Pulisa explains the latter of the two months, which are called by the same name, as the supernumerary one."
"एक घुड़च, जिसके ऊपर से और अंदर चार मुख्य वादन तार गुजरते हैं; पच्चीस अनुकंपी तार, उन्नीस धात्विक सारिकाएँ।","One bridge, over which four main playing strings pass and pass through; twenty five sympathetic strings nineteen metallic frets."
"उत्तर मलाबार में मधुर स्थित तुलनात्मक रूप से आधुनिक अनंत विनायकार मंदिर गजपृष्ठ है इसकी छत तीन स्तरों में हैं. नीचे की दो छतें ढलुबां और खपरैल युक़्त हैं, जबकि ऊपरी एक ढालू छत या सायबान और अंतिम अर्धवृत्ताकार छत तांबे की चादरों की है.","The comparatively modern Ananthavinayakar temple at Madhur in north Malabar, also gajaprishtha, has its roof in three tiers, the two lowest ones with pent roof and tiled; the upper lean - to - roof and the ultimate apsidal roof are of copper sheeting."
"मैं, वर्ष 2005,2006 और 2007 के लिए प्रतिष्ठित दुर्गाबाई देशमुख पुरस्कार के चारों विजेताओं को बधाई देता हूं और उनके भावी प्रयासों की सफलता की कामना करता हूं।","I offer my felicitations to the four awardees of the prestigious Dr Durgabai Deshmukh awards for the years 2005, 2006 and 2007 and wish them success in their future endeavours."
पूर्व एशिया में नेताजी ने अनेक भाषण करके वहाँ स्थायिक भारतीय लोगों से आज़ाद हिन्द फौज में भरती होने का और उसे आर्थिक मदद करने का आवाहन किया।,Netaji gave several speeches in eastern Asia and called upon the Indians residing in those places to join Indian National Army and help it financially too.
"इसके बाद भी हमें योरोप, अमेरिका तथा समाजवादी दुनिया की राजनैतिक, सामाजिक प्रणालियों का बारीकी से अध्ययन करना होगा और उनसे बहुत-सी बातें सीखनी होंगी.","Still, we have to make a close study of the social and political institutions in Europe, America and the socialist world and learn many things from them."
जिसके व्यवहार से घमंड प्रतिध्वनित होता हो।,Asserting false self importance.
"राज्य सभा के सभापति अथवा लोक सभा अध्यक्ष, जैसी भी स्थिति हो, द्वारा किसी भी सभा में पुरःस्थापित ऐसे विधेयकों की जांच और इस संबंध में प्रतिवेदन प्रस्तुत करना इन समितियों का महत्वपूर्ण कार्य है।","One of the important functions of these Committees is to examine such Bills introduced in either House as are referred to them by the Chairman, Rajya Sabha or the Speaker, Lok Sabha, as the case may be, and make report thereon."
"और याद करो जब उन्होंने कहा, ""ऐ अल्लाह! यदि यही तेरे यहाँ से सत्य हो तो हमपर आकाश से पत्थर बरसा दे, या हम पर कोई दुखद यातना ही ले आ","And also recall when they said: 'O Allah! If this indeed be the truth from You, then rain down stones upon us from heaven, or bring upon us a painful chastisement.'"
"कहा, ""हम तेरे भाई के द्वारा तेरी भुजा मज़बूत करेंगे, और तुम दोनों को एक ओज प्रदान करेंगे कि वे फिर तुम तक न पहुँच सकेंगे। हमारी निशानियों के कारण तुम दोनों और जो तुम्हारे अनुयायी होंगे वे ही प्रभावी होंगे।""","He said, “We will strengthen your arm with your brother, and We will give you authority, so they will not touch you. By virtue of Our signs, you and those who follow you will be the triumphant. ”"
"सुगंधित, उच्‍च गुणवत्‍ता वाली व उच्‍च-उपजशील चावल की किस्‍म : संस्‍थान द्वारा विकसित चावल की किस्‍म 'पूसा बासमती 1' फार्म स्‍तर पर अब तक की सर्वाधिक उपज देने वाली किस्‍मों की तुलना में लगभग 2 टन/हैक्‍टर अधिक उपज देती है और इससे लगभग 20,000 रूपये/हैक्‍टर का निबल लाभ होता है।","Aromatic fine quality high-yielding rice variety, 'Puss Basmati l' developed by the Institute yields an advantage of 2 tlha at farm level and gives a net income of about Rs. 20,000 per ha."
इस संस्थान के भूतपूर्व छात्र उच्च ख्यातिप्राप्त आनुवंशिक विदों और पादप प्रजनकों के रूप में विभिन्न राष्ट्रीय एवं अंतरराष्ट्रीय अनुसंधान संगठनों में या तो कार्य कर चुके हैं या कार्यरत हैं।,Alumni of the Division have either served or have been serving diverse national and international research organizations as geneticists and plant breeders of high repute.
दस्तावेज़ पादसूचना अक्षम करें,Disable Document Footers
पूरा स्क्रीन मोड टॉगल करें,Toggle fullscreen mode
"सुनिश्चित ऐतिहासिक साक्ष्य के अभाव में, एक यह मत भी रहा हे कि पाँचों साधक कवि समकालीन थे ही नहीं; इसलिए पंचसखा इस शब्द की वैधता भी संदिग्ध है।","Because of paucity of definite historical evidence, there is also an opinion that the five Sadhaka poets were not contemporaries at all, and thus the term Panchaskha even has to betaken with a grain of salt."
"बंगाल के ग्रामीण क्षेत्रों में कार्यकर्ताओं के बीच गोलीबारी की जगह अब मुयमंत्री ज्योति बसु और केंद्रीय गृह मंत्री ललकृष्ण आड़वाणी पत्र-युद्ध में उलज्हो हैं. बसु भत तीखे शदबाण छोड़े रहे हैं. एक बानगीः '' अच्छा हा, आपको यह एहसास हो गया कि धार्मिक अल्पसंयकों के अधिकारों की रक्षा करना और देश में सांप्रदायिक सौहार्द बनाए रखना जरूरी है. ''","Instead of the activists exchanging bullets in rural Bengal, Jyoti Basu and Union Home Minister L. K. Advani are engaged in an epistolary war, with the West Bengal chief minister peppering his missive with such barbs as, “It is good that you have realised it is essential to protect the rights of religious minorities and to maintain communal harmony in the country. ”"
"यदि तेल उत्पादन की संभावनाएं अघिक उज़्ज़्वल नहीं मानी गयीं, तब यह अपने आप में एक जबर्दस्त कारण था कि हम अपने खोज के प्रयत्नों को अधिक सक्रिय बनायें.","If the prospects of striking oil were regarded as not very bright, this in itself was a sufficient reason why more life needed to be put into our exploration efforts."
(iii) खंड (2) और खंड (3) में प्रादेशिक निर्वाचन-क्षेत्रों के प्रति निर्देश से कोहिमा और मोकोकचुंग जिलों में प्रादेशिक निर्वाचन-क्षेत्रों के प्रति निर्देश अभिप्रेत होंगे।,"(iii) in clauses (2) and (3), references to territorial constituencies shall mean references to territorial constituencies in the Kohima and Mokokchung districts."
कृपया पृष्ठ २० पर दिए वंचित करने वाली शर्तों से संबंधित सूचना देखिए।,See page 20 on exclusion clauses.
विवरण: भरत की यह अनूठी मूर्ति मध्यकालीन युग की है और विजयनगर साम्राज्य के संरक्षण में दक्षिणी भारत में उत्पन्न हुई और 14 वीं शताब्दी की है।,Description: This unique sculpture of Bharata belongs to the medieval era and originated in Southern India under the patronage of the Vijayanagara Empire and dates back to the 14th century.
भारत पर्यटन विकास निगम (आईटीडीसी),India Tourism Development Corporation (ITDC)
"मामले के ऐसे दृष्टिकोण में, अपीलार्थी यह प्रतिवाद करने में सही है कि वाद के दाखिल करने की तिथि के पहले कोई ब्याज का दावा करने की बात तो दूर, उस पर डिक्री भी पारित नहीं की जा सकती है",In such view of the matter the appellant is right in contending that no interest could have been claimed much less decreed prior to the date of filing of the suit.
"कह दो, ""मेरी ओर प्रकाशना की गई है कि जिन्नों के एक गिरोह ने सुना, फिर उन्होंने कहा कि हमने एक मनभाता क़ुरआन सुना,","Say (O Muhammad SAW): ""It has been revealed to me that a group (from three to ten in number) of jinns listened (to this Quran). They said: 'Verily! We have heard a wonderful Recital (this Quran)!"
"कहो, ""कौन है जो थल और जल के अँधेरो से तुम्हे छुटकारा देता है, जिसे तुम गिड़गिड़ाते हुए और चुपके-चुपके पुकारने लगते हो कि यदि हमें इससे बचा लिया तो हम अवश्य की कृतज्ञ हो जाएँगे?""","Say, “Who delivers you from the darkness of land and sea? ” You call upon Him humbly and inwardly: “If He delivers us from this, We will surely be among the thankful. ”"
"याद करो जब इनकार करनेवाले लोगों ने अपने दिलों में हठ को जगह दी, अज्ञानपूर्ण हठ को; तो अल्लाह ने अपने रसूल पर और ईमानवालो पर सकीना (प्रशान्ति) उतारी और उन्हें परहेज़गारी (धर्मपरायणता) की बात का पाबन्द रखा। वे इसके ज़्यादा हक़दार और इसके योग्य भी थे। अल्लाह तो हर चीज़ जानता है","While those who deny the truth made it a prestige issue [in their hearts], the bigotry of the days of ignorance, God sent His tranquillity down on to His Messenger and believers and firmly established in them the principle of righteousness, for they were indeed better entitled to it and more worthy of it. God has full knowledge of all things."
खाद्य प्रसंस्करण उद्योग,Food Processing Industries
"8 अगस्त, 1942 को कांग्रेस महासमिति ने एक प्रस्ताव पास किया था, जो उस समय से भारत के इतिहास में प्रसिद्ध हो गया है, और इस प्रस्ताव में कांग्रेस ने 'भारत छोडो' का युद्धनाद दिया था।","On the 8th of August 1942 the All - India Congress Committee passed a resolution, since then famous in India 's story, and in this resolution it gave the battle - cry' Quit India '."
"और याद करो जब हमने मूसा से चालीस रातों का वादा ठहराया तो उसके पीछे तुम बछड़े को अपना देवता बना बैठे, तुम अत्याचारी थे","And when We appointed a time of forty nights with Musa, then you took the calf (for a god) after him and you were unjust."
"(आदर के महीनों का) हटाना तो बस कुफ़्र में एक बृद्धि है, जिससे इनकार करनेवाले गुमराही में पड़ते है। किसी वर्ष वे उसे हलाल (वैध) ठहरा लेते है और किसी वर्ष उसको हराम ठहरा लेते है, ताकि अल्लाह के आदृत (महीनों) की संख्या पूरी कर लें, और इस प्रकार अल्लाह के हराम किए हुए को वैध ठहरा ले। उनके अपने बुरे कर्म उनके लिए सुहाने हो गए है और अल्लाह इनकार करनेवाले लोगों को सीधा मार्ग नहीं दिखाता","Postponement is an increase in disbelief—by which those who disbelieve are led astray. They allow it one year, and forbid it another year, in order to conform to the number made sacred by God, thus permitting what God has forbidden. The evil of their deeds seems good to them. God does not guide the disbelieving people."
उदाहरण के लिए मुहावरा ‘आतंकवाद के विरूद्ध युद्ध 'जो कि छः वर्ष पूर्व व्यापक रूप से स्वीकार किया गया था धीरे-धीरे समाप्त होता दिख रहा हैं क्योंकि यह शत्रु के प्रति रणनीति को भ्रामक बनाता है (हालांकि इसका स्थान दूसरे ने नहीं लिया है इसका कारण यह उपयोग में आ रहा है),"Rather than refute such silliness, conservatives debate an issue that barely existed pre - September 11 but bears close watching for its policy implications. To one side stand those of us who see the Muslim world going through a temporary crisis and who seek ways to help modernize its religion, so that Muslims can flourish. To the other side stand those who see Islam as an irredeemable death cult and seek to ban Islam and disengage from Muslims. < s > The NYPD report."
"लेकिन कांग्रेस ने जनता में जो विचार भर दिये थे, उनकी वजह से इन विरोधियों के हौसले ढीले पड़ गये और उन्होंने जनता में खुले तौर पर अपने ख्यालों को कभी नहीं रखा।",But these objectors were overwhelmed by the mass sentiment the Congress had created and hardly ever gave public expression to their views.
उन्होंने आगे कहा कि हमारा भावी प्रगति औद्योगिक सेक्टर के लिए कुशल प्रक्रिया तथा शासन के लिए बेहतर समाधान तैयार करने की हमारी क्षमता पर निर्भर करेगी।,"Our future development depends on our ability to devise efficient processes for the industrial sector and better solutions for governance, he added."
और इस क़ुरान के ज़रिए से तुम उन लोगों को डराओ जो इस बात का ख़ौफ रखते हैं कि वह (मरने के बाद) अपने ख़ुदा के सामने जमा किये जायेंगे (और यह समझते है कि) उनका ख़ुदा के सिवा न कोई सरपरस्त हे और न कोई सिफारिश करने वाला ताकि ये लोग परहेज़गार बन जाएं,"Warn by it those who fear to be gathered before their Lord, when they have no guardian or intercessor besides God, so that they may become God - fearing."
साम्राज्य के श्रेष्ठ संसाधनों से टक्कर लेने के लिये वामपंथ को चाहिये कि वह इसके किसी विरोधी के साथ हाथ मिलाये इसमें प्रमुख इस्लामवाद है। इस्लामवाद के लक्ष्य वामपंथ के विरोधाभाषी हैं लेकिन कोई बात नहीं जब तक इस्लामवादी साम्राज्य के विरुद्ध लडाई में सहयोग दे रहे हैं इस गठबन्धन में उनका उपयोगी स्थान है।,"Socialism definitely forms part of this picture but economics no longer dominates, as once it did. The new leftist goal is more complex than mere anti - capitalism, constituting an entire way of life. Sternberg dubs this movement world purificationism, but I prefer left - fascism."
यदि तुमपर दुनिया और आख़िरत में अल्लाह की उदार कृपा और उसकी दयालुता न होती तो जिस बात में तुम पड़ गए उसके कारण तुम्हें एक बड़ी यातना आ लेती,"Were it not for the favors and mercy of God upon you, in this world and in the life to come, a great torment would strike you for your involvement in this false report."
"अपने इस निर्णय की घोषणा भी उन्होंने सन् 1951 में ही कर दी, किंतु काम की वयस्तता के कारण तुरंत उपवास पर नहीं जा सके।",He made an announcement of this decision in 1951 itself but could not go on fast due to pressing engagements.
अगले संदेश को प्रदर्शित करें,Display the next message
और जो अपने परवरदिगार का हुक्म मानते हैं और नमाज़ पढ़ते हैं और उनके कुल काम आपस के मशवरे से होते हैं और जो कुछ हमने उन्हें अता किया है उसमें से (राहे ख़ुदा में) ख़र्च करते हैं,"And those who respond to their Lord and keep up prayer, and their rule is to take counsel among themselves, and who spend out of what We have given them."
बात न तुम्हारी कामनाओं की है और न किताबवालों की कामनाओं की। जो भी बुराई करेगा उसे उसका फल मिलेगा और वह अल्लाह से हटकर न तो कोई मित्र पाएगा और न ही सहायक,"Not your desires, nor those of the People of the Book (can prevail): whoever works evil, will be requited accordingly. Nor will he find, besides Allah, any protector or helper."
"महामहिम, कृपया अपने अच्छे स्वास्थ्य और कुशलता तथा ईरान की मित्र जनता की प्रगति और समृद्धि के लिए हमारी हार्दिक शुभकामनाएं स्वीकार करें।","Please accept, Excellency, our sincere wishes for your personal good health and well being as well as for the progress and prosperity of the friendly people of Iran."
"जो शुभ सूचना उसे दी गई वह (उसकी दृष्टि में) ऐसी बुराई की बात हुई जो उसके कारण वह लोगों से छिपता फिरता है कि अपमान सहन करके उसे रहने दे या उसे मिट्टी में दबा दे। देखो, कितना बुरा फ़ैसला है जो वे करते है!","as he hides him from the people because of the evil of the good tidings that have been given unto him, whether he shall preserve it in humiliation, or trample it; into the dust. Ah, evil is that they judge!"
उन लोगों की मिसाल (तो) उस शख्स की सी है जिसने (रात के वक्त मजमे में) भड़कती हुईआग रौशन की फिर जब आग (के शोले) ने उसके गिर्दों पेश (चारों ओर) खूब उजाला कर दिया तो खुदा ने उनकी रौशनी ले ली और उनको घटाटोप अंधेरे में छोड़ दिया,"Their similitude is that of a man who kindled a fire; when it lighted all around him, Allah took away their light and left them in utter darkness. So they could not see."
क्या हमने उन लोगों पर कोई दलील नाज़िल की है जो उस (के हक़ होने) को बयान करती है जिसे ये लोग ख़ुदा का शरीक ठहराते हैं (हरग़िज नहीं),Have We sent them any authority to speak in support of their idols?
"गणितशास्त्र और प्रकृति विज्ञान पर अन्य संस्कृत की पुस्तके, हिंदू अनुवादकों द्वारा परशियन में प्रस्तुत की गयीं.",Other Sanskrit books on mathematics and the natural sciences were rendered into Persian by Hindu translators.
और अगर हम फरिश्ते को नबी बनाते तो (आख़िर) उसको भी मर्द सूरत बनाते और जो शुबहे ये लोग कर रहे हैं वही शुबहे (गोया) हम ख़ुद उन पर (उस वक्त भी) उठा देते,"Had we appointed him (Our messenger) an angel, We assuredly had made him (as) a man (that he might speak to men); and (thus) obscured for them (the truth) they (now) obscure."
तुम क्या अच्छे गिरोह हो कि (लोगों की) हिदायत के वास्ते पैदा किये गए हो तुम (लोगों को) अच्छे काम का हुक्म करते हो और बुरे कामों से रोकते हो और ख़ुदा पर ईमान रखते हो और अगर अहले किताब भी (इसी तरह) ईमान लाते तो उनके हक़ में बहुत अच्छा होता उनमें से कुछ ही तो ईमानदार हैं और अक्सर बदकार,You are now the best people brought forth for (the guidance and reform of) mankind. You enjoin what is right and forbid what is wrong and believe in Allah. Had the People of the Book believed it were better for them. Some of them are believers but most of them are transgressors.
सारी प्रशंसा है उस अल्लाह की जिसने बुढ़ापे के होते हुए भी मुझे इसमाईल और इसहाक़ दिए। निस्संदेह मेरा रब प्रार्थना अवश्य सुनता है,"Praise be to God who has bestowed upon me, despite my old age, Ishmael and Isaac. Surely my Lord is the hearer of prayer."
संग्रह की अगली छवि पर जाएँ,Go to the next image of the collection
"लेकिन दुर्भग्य से उस बल्लेबाज की तुलना में जो ढेरों रन बनाता है या कोई नया रिकार्ड स्थापित कर देता है, गेंदबात को उतना महत्व या उतनी शोहरत प्राप्त नहीं होती।",Bowlers are unfortunate in not getting the publicity that batsmen who make a big total or set a record get.
"अतः सर्वोच्च है अल्लाह, सच्चा सम्राट! क़ुरआन के (फ़ैसले के) सिलसिले में जल्दी न करो, जब तक कि वह पूरा न हो जाए। तेरी ओर उसकी प्रकाशना हो रही है। और कहो, ""मेरे रब, मुझे ज्ञान में अभिवृद्धि प्रदान कर।""","God is the Most High and the True King. (Muhammad), do not be hasty in reading the Quran to the people before the revelation has been completed. ""Say, My Lord, grant me more knowledge."""
क्या उन्होंने देखा नहीं कि अल्लाह किस प्रकार पैदाइश का आरम्भ करता है और फिर उसकी पुनरावृत्ति करता है? निस्संदेह यह अल्लाह के लिए अत्यन्त सरल है,"Do they not see how Allah originates the Creation, and then brings it back? That is an easy matter for Allah."
फिर यही अल्लाह तो है तुम्हारा वास्तविक रब। फिर आख़िर सत्य के पश्चात पथभ्रष्टता के अतिरिक्त और क्या रह जाता है? फिर तुम कहाँ से फिरे जाते हो?,"Such then is Allah, your rightful Lord. After the Truth what is there saving error? How then are ye turned away!"
"भारत के राष्ट्रपति, श्री प्रणब मुखर्जी ने टोंगा राजशाही के नरेश और जनता को उनके राष्ट्रीय दिवस (04 नवम्बर, 2016) की पूर्व संध्या पर बधाई एवं शुभकामनाएं प्रेषित की हैं।","The President of India, Shri Pranab Mukherjee has extended his greetings and felicitations to the King and people of the Kingdom of Tonga on the eve of their National Day (November 4, 2016)."
राष्ट्रीय दूरसंचार नीति 1994 (बाहरी विंडो में खुलने वाली वेबसाइट),National Telecom Policy 1994 (External website that opens in a new window)
"यदि आप पड़ोसी के घर से, स्थानीय बिजनेस या कारखाने से या खडी हुई गाडियों या सड़क पर उपकरणों की आवाज से परेशान हैं तो उससे निबटने का अवसर सबसे अच्छा तरीका तो यह होता है कि शोर के कारण तक आप जाएं.","If you are concerned about the noise coming from a neighbour 's home, a local business or manufacturer, or noise from stationery vehicles or equipment in the street, often the best way to deal with the problem is to go to the source."
और हमने उनसे पहले कितनी जमाअतों को हलाक कर डाला भला तुम उनमें से किसी को (कहीं देखते हो) उसकी कुछ भनक भी सुनते हो,And how many a generation have We destroyed before them! Do you see any one of them or hear a sound of them?
